Loan_ID,Customer_ID,Branch_ID,Loan_Type,Loan_Amount,Interest_Rate,Loan_Tenure_Years,Loan_Status,Disbursed_Date
L09697,C03478,B03,Education Loan,2112783,8.5,18,Active,2023-06-14
L09698,C17352,B04,Car Loan,404226,11.4,25,Default,2022-08-17
L09699,C11518,B03,Personal Loan,3874185,14.8,30,Active,2023-02-04
L09700,C03494,B04,Car Loan,704201,14.5,26,Active,2022-08-05
L09701,C07892,B03,Car Loan,2536104,14.2,8,Active,2022-10-04
L09702,C01106,B04,Home Loan,3504471,13.6,24,Default,2023-08-03
L09703,C04929,B04,Education Loan,1045093,14.2,3,Active,2023-06-02
L09704,C12034,B03,Car Loan,897546,14.6,25,Closed,2022-04-01
L09705,C00882,B04,Home Loan,3430632,13.1,25,Closed,2022-02-22
L09706,C10465,B05,Personal Loan,1687198,8.8,13,Active,2024-05-31
L09707,C15351,B05,Education Loan,99999999,12.1,17,Closed,2022-05-20
L09708,C04848,B03,Education Loan,2337352,7.9,13,Active,2024-06-01
L09709,C01081,B05,Personal Loan,4479590,13.2,15,Active,2022-01-23
L09710,C12465,B03,Home Loan,2314356,15.3,17,Active,2022-10-23
L09711,C07616,B03,Home Loan,908461,11.8,8,Active,2024-01-14
L09712,C08199,B01,Home Loan,464971,10.1,26,Active,2023-08-27
L09713,C09116,B01,Car Loan,2818839,11.1,13,Default,2024-04-29
L09714,C11766,B03,Personal Loan,2367402,14.3,16,Active,2022-03-24
L09715,C09062,B03,Car Loan,1257945,12.0,17,Active,2024-03-16
L09716,C06073,B03,Home Loan,2224962,14.9,18,Closed,2022-01-24
L09717,C02770,B04,Home Loan,3338926,13.9,28,Active,2023-10-05
L09718,C19689,B02,Personal Loan,1551706,10.6,12,Active,2022-07-04
L09719,C14190,B01,Education Loan,544098,13.1,3,Delayed,2024-05-11
L09720,C13252,B04,Car Loan,2683410,9.6,7,Active,2022-03-02
L09721,C04544,B01,Home Loan,1817630,9.2,3,Active,2023-10-05
L09722,C00393,B02,Home Loan,3706781,8.1,28,Active,2022-01-01
L09723,C12582,B05,Personal Loan,4750790,9.6,5,Default,2023-05-12
L09724,C18049,B01,Education Loan,4962541,14.3,10,Delayed,2022-04-01
L09725,C07561,B03,Personal Loan,4921433,8.3,20,Closed,2024-04-24
L09726,C02373,B04,Education Loan,4851618,13.1,17,Active,2022-01-07
L09727,C10424,B05,Personal Loan,364176,10.6,22,Active,2024-02-28
L09728,C19733,B02,Car Loan,3501178,15.9,30,Active,2022-08-10
L09729,C09045,B02,Home Loan,2012611,12.6,26,Closed,2022-07-05
L09730,C06768,B02,Home Loan,1330552,14.2,17,Closed,2023-11-15
L09731,C19106,B05,Car Loan,4882189,14.2,28,Delayed,2023-06-02
L09732,C04799,B02,Personal Loan,4182084,11.3,14,Active,2023-11-22
L09733,C06930,B04,Education Loan,4904840,8.1,15,Active,2023-04-19
L09734,C04860,B05,Home Loan,1800864,8.5,11,Active,2022-07-01
L09735,C03060,B04,Home Loan,231245,11.2,24,Delayed,2022-10-17
L09736,C17728,B03,Home Loan,1122693,13.0,11,Closed,2022-07-29
L09737,C07217,B03,Home Loan,1386390,12.1,16,Active,2022-08-06
L09738,C15980,B02,Home Loan,1762262,14.0,26,Active,2023-05-03
L09739,C09981,B03,Education Loan,4216734,15.1,15,Active,2024-03-02
L09740,C14560,B04,Home Loan,469921,9.4,16,Default,2023-09-29
L09741,C01325,B04,Education Loan,1589961,10.5,30,Active,2024-01-24
L09742,C11398,B01,Personal Loan,2097342,10.1,10,Delayed,2022-05-11
L09743,C18369,B02,Personal Loan,710191,8.9,24,Delayed,2023-01-14
L09744,C19751,B04,Home Loan,4045570,12.2,24,Active,2023-06-15
L09745,C03975,B03,Education Loan,1566776,8.7,22,Delayed,2022-10-09
L09746,C15313,B03,Education Loan,237545,7.9,20,Closed,2022-02-15
L09747,C18613,B05,Education Loan,1354767,8.1,8,Active,2024-02-06
L09748,C14673,B01,Car Loan,200514,13.9,18,Active,2022-07-01
L09749,C08084,B05,Home Loan,544051,12.4,23,Default,2024-05-20
L09750,C02664,B03,Car Loan,1045288,15.6,11,Active,2022-06-07
L09751,C11109,B05,Home Loan,2866404,15.4,8,Active,2023-12-19
L09752,C00518,B03,Home Loan,1142335,13.7,3,Active,2022-10-02
L09753,C13661,B05,Personal Loan,1235132,14.8,5,Actve,2023-11-13
L09754,C08216,B02,Home Loan,3291144,8.8,16,Delayed,2023-10-31
L09755,C01299,B04,Personal Loan,1953943,14.4,3,Default,2023-06-13
L09756,C14076,B02,Home Loan,969563,13.2,21,Active,2023-04-05
L09757,C08279,B05,Education Loan,4837121,14.8,23,Active,2022-12-25
L09758,C10087,B03,Personal Loan,2112062,9.9,11,Active,2023-12-20
L09759,C05633,B04,Car Loan,2743759,13.9,8,Active,2023-03-19
L09760,C08682,B05,Education Loan,3262405,8.0,17,Default,2024-02-23
L09761,C03371,B01,Home Loan,483450,13.8,3,Delayed,2023-09-14
L09762,C03764,B02,Education Loan,1365451,9.1,23,Delayed,2023-06-14
L09763,C13380,B03,Home Loan,4096698,15.6,4,Active,2023-03-06
L09764,C16637,B01,Education Loan,1014531,15.9,9,Active,2023-08-15
L09765,C03313,B01,Education Loan,1259727,11.0,11,Active,2024-04-21
L09766,C03227,B04,Personal Loan,99999999,15.4,11,Default,2022-01-14
L09767,C11658,B01,Personal Loan,1185036,9.6,17,Default,2023-01-11
L09768,C11167,B03,Car Loan,1252217,12.7,26,Active,2023-12-01
L09769,C07809,B04,Home Loan,4938832,14.9,21,Active,2022-12-26
L09770,C19782,B04,Personal Loan,4486507,14.6,14,Active,2022-09-07
L09771,C19525,B05,Personal Loan,1850984,-1.0,22,Default,2024-01-23
L09772,C12798,B01,Car Loan,4745873,9.2,24,Default,2023-10-09
L09773,C18132,B01,Personal Loan,3379931,10.0,10,Actve,2023-07-27
L09774,C09128,B01,Car Loan,4652825,7.5,25,Active,2023-09-14
L09775,C00152,B04,Car Loan,1366138,10.4,16,Active,2023-12-22
L09776,C02129,B01,Car Loan,2514701,13.6,5,Delayed,2022-04-07
L09777,C16217,B03,Education Loan,1495602,11.4,27,Active,2022-09-21
L09778,C02504,B01,Personal Loan,3662468,8.7,21,Closed,2023-11-19
L09779,C03374,B05,Car Loan,3714117,10.3,8,Active,2023-10-31
L09780,C13630,B05,Personal Loan,1384195,9.7,12,Default,2023-08-16
L09781,C09410,B04,Education Loan,4083808,12.5,17,Default,2024-03-27
L09782,C04802,B05,Home Loan,508710,8.2,26,Closed,2023-03-23
L09783,C16241,B03,Car Loan,1251091,13.7,6,Active,
L09784,C14383,B04,Car Loan,2694814,8.7,8,Active,2024-02-12
L09785,C05750,B03,Personal Loan,1634716,15.7,11,Closed,2022-08-14
L09786,C04130,B05,Home Loan,689155,14.1,27,Active,2022-08-09
L09787,C14678,B02,Education Loan,99999999,10.5,17,Closed,2023-12-09
L09788,C04717,B02,Home Loan,3938844,9.1,6,Active,2023-04-13
L09789,C04819,B03,Personal Loan,3887961,12.9,29,Active,2024-02-21
L09790,C17623,B01,Home Loan,2632102,15.7,26,Active,2022-07-02
L09791,C17460,B04,Personal Loan,2506551,11.7,5,Default,2023-10-11
L09792,C19539,B03,Education Loan,505786,11.8,10,Delayed,2023-09-22
L09793,C08781,B02,Personal Loan,4416848,10.5,16,Closed,2023-10-05
L09794,C14586,B01,Car Loan,3654218,12.6,4,Active,2024-05-17
L09795,C03986,B03,Personal Loan,1882559,15.8,19,Default,2024-03-12
L09796,C19804,B03,Personal Loan,2532452,11.3,9,Default,2022-01-20
L09797,C01068,B03,Education Loan,2776856,8.3,20,Active,2023-11-16
L09798,C17143,B01,Personal Loan,2421551,11.8,9,Delayed,2022-09-05
L09799,C12131,B01,Education Loan,1504795,13.9,22,Active,2022-04-02
L09800,C18765,B04,Personal Loan,2901832,15.3,13,Closed,2023-08-28
L09801,C13658,B02,Education Loan,1287571,13.6,12,Closed,2022-10-17
L09802,C03849,B05,Home Loan,3986084,14.6,13,Active,2023-10-27
L09803,C13611,B01,Car Loan,4672869,11.4,29,Active,2023-05-26
L09804,C14855,B02,Home Loan,874798,8.3,11,Active,2024-03-12
L09805,C09951,B05,Home Loan,99999999,8.0,26,Active,2022-12-12
L09806,C11761,B01,Car Loan,744927,9.0,28,Delayed,2023-12-30
L09807,C08056,B05,Car Loan,2128829,11.1,23,Active,2024-05-08
L09808,C05376,B01,Car Loan,1021875,14.7,23,Active,2023-12-09
L09809,C12381,B01,Personal Loan,3180882,11.7,21,Delayed,2022-09-08
L09810,C10090,B02,Personal Loan,1665194,10.5,10,Closed,2024-01-13
L09811,C00667,B04,Education Loan,4926774,10.9,26,Active,2022-06-29
L09812,C15159,B03,Personal Loan,3800581,15.7,11,Active,2023-03-03
L09813,C04789,B03,Personal Loan,2131323,11.2,27,Active,2023-02-17
L09814,C00929,B03,Home Loan,3049885,13.3,25,Active,2023-03-19
L09815,C05111,B03,Car Loan,3031563,15.7,19,Delayed,2023-10-22
L09816,C17867,B04,Personal Loan,499892,13.2,3,Active,2022-05-28
L09817,C15569,B03,Personal Loan,2608895,12.2,30,Active,2023-07-19
L09818,C08458,B05,Education Loan,4139654,11.9,23,Default,2022-05-10
L09819,C08827,B03,Home Loan,760182,13.1,9,Default,2023-10-27
L09820,C08582,B05,Education Loan,418479,12.3,17,Active,2024-05-13
L09821,C00917,B04,Personal Loan,1381139,13.2,3,Closed,2023-12-20
L09822,C07197,B03,Car Loan,1193380,12.5,27,Active,2022-05-29
L09823,C17902,B02,Personal Loan,2162719,15.8,12,Active,2023-11-13
L09824,C12582,B03,Education Loan,4462109,14.8,30,Active,2022-07-01
L09825,C07708,B01,Personal Loan,2882016,8.3,7,Active,2023-08-09
L09826,C19738,B02,Car Loan,1879063,14.5,5,Active,2022-06-08
L09827,C01540,B03,Education Loan,3206742,9.0,3,Active,2022-05-01
L09828,C17275,B02,Home Loan,1834976,9.8,13,Active,2023-08-12
L09829,C08370,B01,Personal Loan,3898064,9.2,14,Delayed,2023-03-09
L09830,C10069,B03,Personal Loan,1107633,10.8,12,Closed,2022-01-11
L09831,C18991,B05,Personal Loan,2398274,10.5,18,Actve,2023-03-26
L09832,C18644,B03,Car Loan,1057917,15.2,26,Active,2023-10-04
L09833,C16030,B02,Personal Loan,4845552,12.1,17,Active,2024-04-07
L09834,C10581,B04,Personal Loan,345812,10.2,21,Closed,2024-02-20
L09835,C11870,B01,Education Loan,1296094,12.4,24,Default,2022-11-03
L09836,C18082,B05,Education Loan,4271874,12.0,27,Active,2023-01-17
L09837,C15183,B03,Personal Loan,1168935,15.8,18,Active,2024-03-04
L09838,C06041,B04,Home Loan,3707345,9.2,11,Active,2023-03-16
L09839,C10329,B02,Home Loan,99999999,14.0,25,Active,2024-01-12
L09840,C16373,B02,Education Loan,2005044,8.0,6,Closed,2022-03-18
L09841,C16080,B04,Car Loan,563644,10.7,4,Default,2023-10-06
L09842,C05983,B02,Home Loan,3825396,11.1,22,Active,2022-03-11
L09843,C16804,B04,Home Loan,3200293,15.5,26,Delayed,2022-02-02
L09844,C11317,B04,Home Loan,1557892,8.4,10,Active,2023-12-09
L09845,C06748,B04,Home Loan,2315037,11.5,13,Closed,2023-08-21
L09846,C09851,B04,Education Loan,1841549,9.8,26,Active,2023-09-16
L09847,C08908,B02,Education Loan,1848894,7.5,18,Default,2023-11-01
L09848,C01494,B05,Home Loan,4443312,8.3,23,Delayed,2023-10-21
L09849,C04530,B05,Car Loan,3699261,10.8,30,Delayed,2024-02-22
L09850,C02740,B03,Education Loan,1277209,14.1,14,Active,2023-11-13
L09851,C13701,B01,Car Loan,4153683,15.7,13,Active,2023-01-30
L09852,C08335,B01,Education Loan,4300590,11.7,8,Active,2022-11-30
L09853,C02741,B03,Car Loan,817812,16.0,4,Closed,2022-10-10
L09854,C11926,B01,Personal Loan,1383676,7.9,12,Active,2023-10-17
L09855,C09441,B05,Home Loan,4602177,7.7,26,Active,2024-06-05
L09856,C13523,B03,Car Loan,4577224,10.7,18,Default,2023-01-05
L09857,C19331,B03,Home Loan,684477,10.3,5,Delayed,2023-05-25
L09858,C19702,B03,Home Loan,1294452,10.0,16,Active,2022-01-28
L09859,C09320,B05,Personal Loan,2914630,15.0,24,Active,2024-05-03
L09860,C00635,B03,Education Loan,1602066,-1.0,19,Active,2022-07-03
L09861,C01366,B04,Home Loan,800171,10.7,20,Active,2022-08-14
L09862,C02770,B03,Education Loan,2851866,7.7,29,Active,2022-12-01
L09863,C00367,B03,Home Loan,2148429,7.7,26,Default,2022-07-21
L09864,C12882,B01,Car Loan,1162107,8.6,29,Delayed,2022-01-20
L09865,C19003,B04,Personal Loan,1522849,9.6,9,Active,2023-09-23
L09866,C15078,B03,Car Loan,321653,7.8,19,Active,2023-04-08
L09867,C14144,B05,Education Loan,4624735,9.1,24,Active,2023-11-05
L09868,C06393,B01,Home Loan,1645616,7.9,10,Active,2023-04-23
L09869,C14193,B05,Home Loan,99999999,15.0,12,Active,2023-08-26
L09870,C10325,B04,Car Loan,2271408,12.3,6,Active,2022-11-01
L09871,C07399,B01,Car Loan,4682250,11.0,3,Active,2022-04-27
L09872,C01099,B03,Home Loan,259774,10.5,4,Active,2023-07-23
L09873,C10023,B05,Home Loan,710369,15.0,4,Active,2023-10-14
L09874,C08441,B04,Personal Loan,3970851,10.5,7,Active,2022-11-15
L09875,C11168,B02,Home Loan,2584569,11.0,27,Closed,2024-01-06
L09876,C09336,B04,Car Loan,1539167,8.1,17,Active,2024-04-21
L09877,C15341,B01,Car Loan,1578307,14.7,27,Active,2023-06-21
L09878,C18047,B01,Home Loan,1043073,10.0,5,Active,2024-04-28
L09879,C10188,B03,Education Loan,4310610,13.2,21,Active,2022-06-05
L09880,C06801,B01,Home Loan,3207138,8.3,5,Closed,2023-03-28
L09881,C06135,B03,Car Loan,3478291,10.2,20,Delayed,2022-10-16
L09882,C17627,B01,Car Loan,4412825,8.7,20,Closed,2022-03-20
L09883,C10652,B02,Home Loan,1053446,13.9,28,Active,2023-02-17
L09884,C19436,B03,Personal Loan,2366502,13.7,8,Delayed,2022-09-01
L09885,C13625,B05,Personal Loan,2705576,13.7,21,Active,2022-09-17
L09886,C11659,B01,Home Loan,2244364,9.4,14,Active,2023-07-11
L09887,C01159,B02,Education Loan,1753935,12.6,24,Default,2023-06-05
L09888,C14685,B03,Home Loan,2586405,-1.0,10,Active,2022-10-07
L09889,C09473,B01,Car Loan,4113593,9.0,12,Active,2022-12-26
L09890,C02130,B01,Home Loan,959197,15.7,15,Active,2024-01-02
L09891,C06892,B03,Car Loan,4393996,11.8,25,Active,2022-10-07
L09892,C09087,B02,Home Loan,1688067,13.0,25,Active,2023-01-23
L09893,C17923,B04,Home Loan,606269,8.1,9,Default,2024-01-02
L09894,C12740,B05,Education Loan,2384210,9.2,26,Actve,2022-10-16
L09895,C07768,B02,Education Loan,3107522,15.3,4,Active,2022-05-27
L09896,C19602,B01,Home Loan,4974729,8.1,3,Active,2023-07-05
L09897,C12579,B05,Education Loan,3907815,12.0,13,Actve,2022-10-29
L09898,C19429,B02,Car Loan,2071163,14.6,10,Active,2023-11-03
L09899,C09110,B01,Education Loan,371587,15.0,8,Delayed,2023-06-15
L09900,C17017,B05,Home Loan,440885,9.8,20,Active,2022-08-05
L09901,C16266,B03,Home Loan,3865446,8.2,18,Active,2024-05-15
L09902,C14317,B05,Personal Loan,1429650,9.7,16,Delayed,2023-12-15
L09903,C18596,B05,Car Loan,2910872,12.5,30,Closed,2022-12-29
L09904,C11045,B04,Car Loan,4660100,12.8,29,Default,2022-08-26
L09905,C01673,B05,Home Loan,1632346,13.0,23,Active,2024-03-01
L09906,C07548,B01,Car Loan,4233812,10.3,13,Active,2023-05-09
L09907,C00394,B04,Home Loan,1742939,11.8,25,Closed,2023-04-26
L09908,C05269,B01,Car Loan,3185386,10.1,20,Active,2023-02-04
L09909,C14093,B01,Car Loan,469344,15.1,6,Active,2022-06-20
L09910,C02556,B05,Home Loan,2765927,7.6,14,Closed,
L09911,C12630,B01,Car Loan,3608384,10.3,12,Active,2024-04-15
L09912,C12719,B01,Personal Loan,3274403,14.0,18,Closed,2022-05-06
L09913,C11089,B03,Education Loan,4593237,16.0,16,Active,2022-05-05
L09914,C13809,B02,Home Loan,4818144,10.6,6,Active,2023-04-19
L09915,C08616,B05,Personal Loan,99999999,10.3,15,Active,2024-01-23
L09916,C13192,B04,Personal Loan,2310383,13.8,16,Active,2022-06-15
L09917,C14996,B01,Home Loan,379996,14.8,11,Active,2022-02-14
L09918,C11670,B01,Home Loan,4039587,12.0,12,Delayed,2022-09-25
L09919,C14074,B05,Home Loan,1089511,14.5,16,Closed,2022-07-13
L09920,C15302,B04,Car Loan,4409971,15.0,8,Delayed,2024-02-18
L09921,C08333,B05,Education Loan,3578401,10.3,28,Active,2023-01-27
L09922,C18311,B02,Car Loan,1206645,10.0,15,Active,2023-11-09
L09923,C06500,B05,Education Loan,1632976,8.4,25,Closed,2022-12-05
L09924,C01148,B03,Personal Loan,2054740,8.6,23,Active,2023-08-27
L09925,C19238,B01,Home Loan,2435237,12.1,11,Active,2022-01-15
L09926,C16867,B05,Home Loan,3656997,8.4,30,Active,2023-09-29
L09927,C08116,B01,Education Loan,1496189,13.7,23,Active,2022-04-08
L09928,C04274,B01,Personal Loan,1325447,11.5,26,Active,2023-11-25
L09929,C04181,B02,Car Loan,2154028,14.8,16,Active,2022-07-26
L09930,C11441,B05,Car Loan,1730981,13.2,30,Delayed,2022-02-05
L09931,C19203,B03,Personal Loan,1660609,10.6,25,Active,2023-06-18
L09932,C06310,B01,Home Loan,1891713,9.5,11,Active,2022-09-06
L09933,C14125,B05,Personal Loan,4047489,10.7,28,Actve,2022-01-17
L09934,C07249,B03,Personal Loan,4874161,11.3,22,Closed,2022-06-03
L09935,C11168,B05,Personal Loan,667264,14.1,5,Active,2023-08-30
L09936,C12761,B04,Education Loan,3538643,10.2,25,Active,2024-02-14
L09937,C15355,B02,Car Loan,1999570,8.9,10,Closed,2022-08-25
L09938,C14648,B01,Education Loan,2703136,12.5,9,Default,2023-08-11
L09939,C04440,B05,Personal Loan,2162163,10.8,18,Delayed,2024-03-31
L09940,C02226,B01,Home Loan,2344908,10.7,20,Active,2023-03-10
L09941,C11160,B05,Home Loan,2374301,-1.0,30,Active,2023-12-23
L09942,C08106,B04,Education Loan,3483405,11.9,7,Active,2024-02-01
L09943,C05472,B03,Car Loan,3936370,11.4,4,Active,2023-10-22
L09944,C03946,B03,Personal Loan,4486424,15.4,29,Delayed,2022-02-19
L09945,C17260,B03,Home Loan,4286734,9.8,3,Active,2022-08-08
L09946,C01687,B01,Education Loan,1306608,10.1,29,Active,2022-01-12
L09947,C02735,B05,Personal Loan,4522408,10.2,6,Active,2022-02-26
L09948,C06876,B04,Home Loan,3759118,15.4,7,Closed,2022-04-22
L09949,C04351,B05,Home Loan,2021527,7.8,9,Active,2022-03-07
L09950,C01358,B03,Personal Loan,1377339,8.0,22,Delayed,2022-08-25
L09951,C04876,B05,Car Loan,3321693,15.0,27,Default,2022-01-03
L09952,C07282,B01,Personal Loan,3929486,9.4,30,Active,2023-01-04
L09953,C08753,B04,Home Loan,2561289,12.6,9,Actve,2024-02-21
L09954,C10554,B05,Personal Loan,3745987,11.0,5,Active,2022-04-30
L09955,C02661,B03,Personal Loan,3711235,9.1,13,Delayed,2022-08-12
L09956,C19569,B03,Education Loan,3520665,14.9,25,Active,2023-05-13
L09957,C10889,B05,Car Loan,1751425,11.8,13,Active,2023-05-05
L09958,C08036,B02,Car Loan,1482343,12.3,17,Active,2023-07-14
L09959,C14657,B01,Car Loan,2184762,7.6,7,Active,2023-02-20
L09960,C18707,B02,Personal Loan,4960970,12.4,12,Delayed,2023-04-10
L09961,C00163,B05,Car Loan,453624,8.6,6,Default,2022-02-05
L09962,C10020,B02,Education Loan,1801443,15.3,12,Delayed,2023-01-01
L09963,C17745,B02,Home Loan,4499459,11.3,7,Active,2024-03-19
L09964,C04718,B03,Home Loan,4427480,15.7,13,Active,2023-10-25
L09965,C17045,B03,Education Loan,1133413,10.5,7,Active,2023-08-31
L09966,C11824,B05,Education Loan,1062817,11.4,8,Closed,2023-11-26
L09967,C01017,B04,Car Loan,864694,7.7,25,Active,2023-03-16
L09968,C17464,B04,Personal Loan,2009338,7.6,3,Active,2022-09-21
L09969,C01368,B01,Personal Loan,612409,13.2,20,Active,2023-08-27
L09970,C14228,B05,Personal Loan,310749,7.5,18,Active,2022-03-27
L09971,C11479,B02,Education Loan,99999999,15.6,7,Default,2023-11-23
L09972,C15851,B01,Education Loan,683024,15.7,16,Active,2022-11-10
L09973,C06272,B02,Home Loan,2564617,9.5,5,Active,2023-04-09
L09974,C02339,B04,Car Loan,2340978,14.4,22,Active,2023-09-03
L09975,C09809,B01,Personal Loan,2983667,14.7,23,Active,2024-01-30
L09976,C14912,B04,Education Loan,99999999,8.6,14,Active,2022-01-28
L09977,C11350,B01,Home Loan,1775182,14.4,9,Active,2023-09-15
L09978,C01710,B05,Car Loan,3409564,14.8,27,Active,2022-12-06
L09979,C12756,B01,Education Loan,3781607,10.7,18,Active,2024-04-16
L09980,C08005,B05,Car Loan,2955739,13.4,23,Active,2023-11-23
L09981,C14633,B04,Car Loan,2165556,9.8,3,Default,2023-03-08
L09982,C18629,B01,Home Loan,261962,12.4,21,Active,2023-05-05
L09983,C17141,B03,Car Loan,1367315,12.3,4,Active,2023-06-19
L09984,C19996,B01,Personal Loan,4194422,8.5,16,Active,2024-02-13
L09985,C12134,B01,Car Loan,2277589,15.4,21,Active,2023-02-14
L09986,C14458,B02,Home Loan,1767402,15.5,7,Active,2022-04-22
L09987,C02101,B02,Education Loan,4596295,15.6,5,Active,2023-11-13
L09988,C03478,B04,Home Loan,2845562,12.1,4,Active,2023-04-08
L09989,C02725,B04,Car Loan,4832299,9.6,12,Active,2022-05-03
L09990,C14613,B02,Personal Loan,4144312,13.8,22,Closed,2023-09-19
L09991,C12275,B02,Education Loan,1151624,13.1,5,Active,2024-04-10
L09992,C18394,B05,Personal Loan,453849,14.9,5,Active,2023-01-08
L09993,C14176,B03,Education Loan,287922,14.7,26,Default,2023-02-15
L09994,C17469,B04,Car Loan,1718230,9.9,6,Active,2023-02-11
L09995,C15082,B04,Education Loan,4306766,12.5,18,Closed,2023-07-21
L09996,C12575,B04,Car Loan,4782950,11.2,11,Active,2023-03-20
L09997,C10374,B05,Home Loan,99999999,15.4,30,Active,2022-08-30
L09998,C02702,B04,Education Loan,664072,11.0,28,Active,2022-05-20
L09999,C12008,B01,Personal Loan,3458966,8.0,25,Delayed,2022-06-17
L10000,C10583,B03,Home Loan,1950339,11.7,22,Active,2023-04-09
L10001,C19492,B02,Car Loan,598000,9.5,9,Delayed,2023-11-04
L10002,C18184,B02,Home Loan,4514951,7.6,22,Default,2022-08-14
L10003,C06965,B02,Car Loan,99999999,15.3,3,Default,2023-10-14
L10004,C03776,B05,Personal Loan,777779,13.2,24,Active,2023-01-02
L10005,C04284,B05,Home Loan,2335342,8.5,27,Active,2022-03-03
L10006,C09744,B02,Education Loan,3482144,10.7,25,Default,2022-07-09
L10007,C19380,B03,Education Loan,2656790,9.9,10,Active,2022-05-18
L10008,C17255,B03,Personal Loan,3506986,14.4,30,Default,2022-12-16
L10009,C18376,B04,Car Loan,2156017,13.4,22,Default,2023-08-03
L10010,C04625,B05,Home Loan,1367474,8.4,5,Active,2023-10-19
L10011,C00142,B03,Education Loan,3194318,7.6,26,Active,2022-11-22
L10012,C13465,B03,Car Loan,896217,14.5,6,Closed,2023-03-12
L10013,C08038,B03,Home Loan,2277385,15.4,18,Closed,2022-01-17
L10014,C09271,B03,Car Loan,3848301,15.7,30,Delayed,2023-12-29
L10015,C14697,B05,Education Loan,841164,8.5,24,Actve,2022-06-29
L10016,C19788,B01,Personal Loan,1298599,10.8,16,Active,2023-12-27
L10017,C03550,B01,Education Loan,1530561,8.5,3,Default,2022-08-11
L10018,C12174,B02,Personal Loan,3932154,15.4,28,Active,2022-05-22
L10019,C00638,B02,Car Loan,380851,11.3,20,Closed,2023-05-16
L10020,C10024,B03,Personal Loan,4555071,15.2,18,Active,2022-02-23
L10021,C00729,B05,Personal Loan,2734850,11.4,17,Closed,2022-09-20
L10022,C16327,B03,Education Loan,425840,8.3,22,Active,2022-09-25
L10023,C11296,B02,Car Loan,4712922,10.5,27,Active,2023-02-22
L10024,C05127,B02,Car Loan,1542815,15.8,17,Active,2023-04-21
L10025,C04606,B01,Home Loan,207933,15.0,13,Delayed,2023-09-17
L10026,C13085,B01,Car Loan,3694722,11.9,29,Closed,2022-10-09
L10027,C05158,B02,Personal Loan,2987543,10.3,30,Default,2022-07-20
L10028,C07717,B04,Car Loan,2916320,8.9,6,Active,2022-02-08
L10029,C00304,B05,Personal Loan,1639771,8.7,25,Default,2024-02-13
L10030,C06978,B04,Home Loan,2677756,8.8,5,Delayed,2023-04-16
L10031,C14519,B05,Personal Loan,3091506,12.0,13,Active,2023-04-03
L10032,C01142,B02,Education Loan,2447487,13.4,27,Active,2023-03-18
L10033,C16873,B04,Education Loan,1746597,10.0,5,Delayed,2023-03-22
L10034,C05390,B04,Car Loan,4793689,15.9,7,Closed,2023-10-12
L10035,C14671,B05,Personal Loan,2470627,11.5,8,Active,2023-08-24
L10036,C02794,B02,Education Loan,3930071,12.6,28,Default,2022-08-11
L10037,C02726,B01,Car Loan,1861120,12.1,3,Active,2022-06-26
L10038,C17396,B05,Car Loan,2854532,14.1,3,Active,2022-02-28
L10039,C19145,B04,Education Loan,2542160,15.5,6,Active,2024-02-25
L10040,C05350,B04,Education Loan,1769833,14.7,29,Active,2023-09-10
L10041,C19243,B03,Education Loan,4796780,11.9,8,Closed,2024-02-26
L10042,C16347,B01,Education Loan,314062,15.5,6,Active,2023-09-20
L10043,C05183,B01,Car Loan,2332900,11.1,18,Default,2023-04-27
L10044,C16089,B02,Car Loan,3453039,8.1,7,Active,2022-01-01
L10045,C19662,B04,Education Loan,1152025,8.6,22,Active,2024-01-13
L10046,C06042,B05,Car Loan,946137,15.6,8,Active,2022-12-13
L10047,C08884,B03,Education Loan,2109919,15.5,8,Active,2022-05-22
L10048,C05767,B03,Personal Loan,953912,15.3,25,Active,2022-08-20
L10049,C00834,B04,Personal Loan,1054806,13.9,26,Default,2023-02-22
L10050,C18689,B04,Personal Loan,701697,13.3,13,Delayed,2024-06-07
L10051,C11509,B05,Education Loan,4889684,14.6,6,Closed,2023-01-20
L10052,C03647,B02,Home Loan,4428849,-1.0,15,Active,2023-05-22
L10053,C10535,B02,Home Loan,3183048,12.2,8,Actve,2022-01-01
L10054,C15606,B04,Car Loan,2972983,15.1,12,Active,2022-06-27
L10055,C17166,B01,Car Loan,1936215,8.0,17,Active,2023-06-25
L10056,C15599,B04,Car Loan,4054152,12.3,13,Active,2023-06-13
L10057,C07114,B05,Home Loan,1735786,10.7,9,Active,2023-09-24
L10058,C18483,B04,Personal Loan,272194,12.2,14,Active,2022-06-02
L10059,C15333,B04,Home Loan,1156055,15.6,15,Delayed,2022-02-27
L10060,C08943,B03,Personal Loan,2482287,14.2,24,Closed,2023-06-26
L10061,C15735,B02,Education Loan,3299472,11.6,13,Active,2024-06-03
L10062,C19852,B02,Education Loan,3197689,13.3,18,Delayed,2024-03-03
L10063,C00700,B03,Home Loan,2088455,12.3,6,Delayed,2023-08-03
L10064,C12180,B05,Home Loan,4597031,9.2,25,Closed,2023-04-29
L10065,C13463,B05,Car Loan,1648891,11.4,14,Delayed,2022-04-22
L10066,C17453,B02,Personal Loan,3075691,8.4,19,Active,2023-04-17
L10067,C09590,B01,Car Loan,784737,11.4,15,Default,2023-03-24
