Customer_ID,Age,Gender,Annual_Income,Employment_Type,Credit_Score
C09971,28,Female,418557,Salaried,674.0
C09972,34,Female,2195751,Self-Employed,601.0
C09973,45,Female,2927072,Salaried,726.0
C09974,46,Female,1324194,Self-Employed,729.0
C09975,43,Male,2277099,Self-Employed,762.0
C09976,28,Male,2952640,Self-Employed,824.0
C09977,29,Female,1361861,Self-Employed,603.0
C09978,57,Male,2682169,Salaried,845.0
C09979,31,Male,347705, salaried ,800.0
C09980,25,Female,2129652,Student,566.0
C09981,39,Female,749279, salaried ,739.0
C09982,21,Female,2410087,Student,627.0
C09983,34,Male,326319,Salaried,570.0
C09984,55,Male,2548572,Salaried,755.0
C09985,31,Female,1370434,Salaried,567.0
C09986,49,Male,939717,Student,603.0
C09987,40,Female,1798109,Salaried,756.0
C09988,35,Male,2972117,Salaried,575.0
C09989,47,Male,733574,Salaried,
C09990,44,Female,1137115,Self-Employed,558.0
C09991,33,Male,2027614,Salaried,643.0
C09992,29,Female,553084,Student,627.0
C09993,57,Male,2876451,Student,598.0
C09994,27,Female,1713776,Student,710.0
C09995,59,Female,2974216,Self-Employed,616.0
C09996,39,Male,1420902,Self-Employed,595.0
C09997,60,Female,2549549,Student,668.0
C09998,35,Male,1193369,Student,699.0
C09999,43,Female,1498486,Student,740.0
C10000,45,Female,1236428,Student,575.0
C10001,34,Male,1778005,Salaried,606.0
C10002,29,Male,903016,Salaried,565.0
C10003,41,Female,1658928,Student,788.0
C10004,47,Male,2567983,Salaried,718.0
C10005,31,Male,720300,Salaried,624.0
C10006,51,Male,2440804,Salaried,710.0
C10007,46,Female,2606918,Salaried,793.0
C10008,27,Female,394128,Self-Employed,779.0
C10009,58,Female,2124635,Salaried,828.0
C10010,22,Male,1609908,,619.0
C10011,47,Female,2022426,,599.0
C10012,38,Male,1095549,Self-Employed,779.0
C10013,47,Female,894894,Self-Employed,826.0
C10014,51,Male,1075017,Self-Employed,602.0
C10015,48,Male,713530,Student,762.0
C10016,47,Female,1394806,Student,722.0
C10017,54,Female,2657171,Self-Employed,817.0
C10018,49,Male,2402320,Self-Employed,608.0
C10019,53,Male,784417,Self-Employed,654.0
C10020,37,Male,1806948,Student,736.0
C10021,29,Female,499039,Student,809.0
C10022,30,Male,460700,Salaried,798.0
C10023,45,Male,1989134,Student,693.0
C10024,42,Male,1116801,Salaried,661.0
C10025,24,Male,2201726,Student,607.0
C10026,29,Female,720949,Salaried,670.0
C10027,59,Male,622980,Student,849.0
C10028,50,Female,2230630,Student,618.0
C10029,51,Female,858520,Self-Employed,835.0
C10030,28,Male,457025,Student,634.0
C10031,23,Female,2429662,Self-Employed,587.0
C10032,32,Female,2204562,Self-Employed,765.0
C10033,55,Female,2809880,Self-Employed,687.0
C10034,41,Male,1917368,Salaried,770.0
C10035,52,Male,1586519,Salaried,846.0
C10036,40,Female,2110152,Student,594.0
C10037,40,Male,2438413,Student,715.0
C10038,45,Male,1998824,Student,630.0
C10039,59,Female,1162380,Student,699.0
C10040,38,Male,2702407,Self-Employed,627.0
C10041,44,Female,2198731,Student,608.0
C10042,57,Female,2668719,Student,706.0
C10043,35,Male,1804495,Salaried,676.0
C10044,54,Female,1514751,Self-Employed,780.0
C10045,42,Female,2576669,Salaried,699.0
C10046,56,Female,1951366,Student,731.0
C10047,39,Male,2394932, salaried ,764.0
C10048,46,Female,2702822,Student,566.0
C10049,33,Female,1067166,Student,685.0
C10050,46,Female,821102,Self-Employed,707.0
C10051,34,Male,703529,Self-Employed,741.0
C10052,45,Female,1919730,Student,562.0
C10053,52,Male,2480673, salaried ,580.0
C10054,38,Male,2935742,Self-Employed,805.0
C10055,38,Female,388539,Student,779.0
C10056,33,Male,304498,Salaried,676.0
C10057,50,Male,2133404,Salaried,550.0
C10058,44,Female,1027824,,627.0
C10059,41,Male,1584968,Self-Employed,743.0
C10060,22,Female,512517,Student,754.0
C10061,25,Male,503308,Student,798.0
C10062,21,Female,1725859,Salaried,716.0
C10063,55,Female,2159115,Salaried,780.0
C10064,55,Male,2692850,Student,621.0
C10065,23,Female,1603760,Self-Employed,594.0
C10066,22,Male,2043020,Salaried,650.0
C10067,52,Female,2622273,Self-Employed,804.0
C10068,41,Male,1466036,Self-Employed,816.0
C10069,33,Female,863306,Self-Employed,573.0
C10070,45,Female,2528628,Student,608.0
C10071,30,Male,306208,Student,569.0
C10072,28,Male,1045103,Student,779.0
C10073,35,Female,652314,Salaried,797.0
C10074,56,Female,2037410,Self-Employed,829.0
C10075,51,Female,1027947,Self-Employed,604.0
C10076,28,Male,1229603,Self-Employed,706.0
C10077,43,Female,2061059,Student,
C10078,56,Male,1099821,Self-Employed,843.0
C10079,59,Female,1279136,Self-Employed,831.0
C10080,51,Female,1647804,Student,801.0
C10081,26,Female,619266,Student,612.0
C10082,30,Male,2824961,Self-Employed,
C10083,29,Male,2950248,Student,784.0
C10084,27,Female,2225138,Salaried,733.0
C10085,28,Male,592214,,725.0
C10086,33,Male,1575551,Salaried,572.0
C10087,43,Male,1258824,,672.0
C10088,36,Female,749164,Student,843.0
C10089,37,Male,2666831,Salaried,688.0
C10090,30,Female,1420581,Student,815.0
C10091,27,Male,2062061,,673.0
C10092,60,Female,2166069,Salaried,805.0
C10093,44,Male,1163454,Self-Employed,799.0
C10094,30,Male,1241341,Salaried,737.0
C10095,53,Female,2919936,Salaried,795.0
C10096,54,Male,2526406,Student,564.0
C10097,59,Male,1652966,Self-Employed,662.0
C10098,27,Female,1740642,Self-Employed,576.0
C10099,46,Female,321896,Student,759.0
C10100,60,Female,851466,Student,637.0
C10101,53,Male,316641,Salaried,710.0
C10102,30,Female,2476020,Self-Employed,803.0
C10103,56,Male,2840725,Self-Employed,775.0
C10104,37,Female,737856,Salaried,750.0
C10105,40,Female,1059187,Salaried,565.0
C10106,43,Female,1251111,Student,735.0
C10107,51,Female,2492575,Student,
C10108,25,Female,1399604,Student,847.0
C10109,42,Male,417612,Salaried,651.0
C10110,53,Female,1881803,Self-Employed,775.0
C10111,42,Female,696676,Salaried,729.0
C10112,31,Female,2041947,Salaried,650.0
C10113,23,Male,2613304,Student,612.0
C10114,42,Female,482681,Salaried,628.0
C10115,49,Male,2984046,Student,710.0
C10116,42,Female,2090528,Salaried,816.0
C10117,60,Female,440191,Self-Employed,844.0
C10118,45,Female,894020,Self-Employed,644.0
C10119,41,Female,752619,,563.0
C10120,23,Male,2685880,Student,616.0
C10121,43,Male,2251862,Self-Employed,701.0
C10122,27,Male,1306947,Student,670.0
C10123,49,Female,1729657,Salaried,591.0
C10124,27,Female,1240632,Student,602.0
C10125,57,Female,1396108,Self-Employed,725.0
C10126,33,Female,2022929,Student,630.0
C10127,38,Female,825062,Student,622.0
C10128,26,Male,2351182,Self-Employed,663.0
C10129,29,Female,2852675,Student,821.0
C10130,57,Female,2929882,Student,803.0
C10131,32,Male,765125,Self-Employed,645.0
C10132,41,Female,1411713,Salaried,781.0
C10133,60,Female,1016173,Self-Employed,838.0
C10134,45,Female,2014407,Salaried,
C10135,22,Female,1175604,Student,551.0
C10136,35,Female,1365583,Self-Employed,619.0
C10137,36,Male,674174,Student,800.0
C10138,32,Male,1811877,Self-Employed,581.0
C10139,30,Female,1747829,Salaried,628.0
C10140,41,Male,1789273,Student,837.0
C10141,36,Female,1221577,,610.0
C10142,32,Male,2340768,Student,694.0
C10143,37,Female,1941188,Salaried,816.0
C10144,34,Female,776617, salaried ,804.0
C10145,30,Female,1293216,Self-Employed,641.0
C10146,39,Male,2083853,Student,625.0
C10147,58,Female,614343,Student,725.0
C10148,41,Female,1250984,Student,647.0
C10149,44,Male,2656012,Salaried,771.0
C10150,60,Female,1492735,Self-Employed,753.0
C10151,45,Male,1676060,Self-Employed,676.0
C10152,29,Female,2139897,Salaried,673.0
C10153,36,Male,1168996,Salaried,
C10154,40,Female,2531434,Student,758.0
C10155,39,Female,344184,Salaried,827.0
C10156,26,Female,1576153,Self-Employed,813.0
C10157,25,Female,1914185, salaried ,744.0
C10158,34,Female,945421, salaried ,
C10159,57,Female,2412761,Self-Employed,818.0
C10160,49,Male,514477,Student,615.0
C10161,54,Female,2055165,Student,781.0
C10162,27,Male,2010092,Salaried,581.0
C10163,37,Female,2426842,Student,782.0
C10164,44,Female,859071,Student,615.0
C10165,38,Female,718461,Student,727.0
C10166,37,Male,1867335,Self-Employed,550.0
C10167,35,Male,2923598,,551.0
C10168,23,Female,2419368,Salaried,745.0
C10169,55,Female,870599,Self-Employed,
C10170,58,Male,1401301,Salaried,583.0
C10171,24,Male,1020304,Self-Employed,800.0
C10172,37,Female,2405651,Self-Employed,777.0
C10173,41,Female,1683289,Student,
C10174,52,Male,1481149,Self-Employed,632.0
C10175,60,Male,314027,Self-Employed,814.0
C10176,37,Female,2010942,Self-Employed,733.0
C10177,50,Male,1494610,Salaried,605.0
C10178,58,Male,407082,Student,815.0
C10179,54,Male,828458,Self-Employed,634.0
C10180,32,Female,2261420,Salaried,699.0
C10181,53,Male,2322348,Student,597.0
C10182,37,Male,1633224,Salaried,667.0
C10183,21,Male,2345934,Salaried,744.0
C10184,51,Female,2293602,Salaried,820.0
C10185,54,Female,1962484,Self-Employed,681.0
C10186,34,Male,862796,Student,735.0
C10187,39,Female,1438549,Student,580.0
C10188,35,Female,2504227,Salaried,621.0
C10189,25,Female,1137631,Salaried,723.0
C10190,60,Female,2082224,Student,562.0
C10191,21,Male,2534147,Self-Employed,652.0
C10192,43,Female,1739770,Self-Employed,568.0
C10193,21,Female,1669152,Student,697.0
C10194,48,Female,806602,Salaried,629.0
C10195,57,Female,1640460,Salaried,628.0
C10196,46,Female,412867,Self-Employed,688.0
C10197,45,Female,606268,Salaried,598.0
C10198,54,Female,1763295,Salaried,778.0
C10199,59,Male,889634,Self-Employed,685.0
C10200,55,Male,1237990,Salaried,821.0
C10201,30,Male,1273321,Self-Employed,618.0
C10202,43,Female,1577717,Self-Employed,568.0
C10203,53,Male,2186902,Student,671.0
C10204,32,Male,1504415,Student,581.0
C10205,48,Male,2582231,Self-Employed,665.0
C10206,21,Female,1601893,Salaried,782.0
C10207,56,Female,2980722,Self-Employed,833.0
C10208,45,Male,2998589,Self-Employed,687.0
C10209,50,Female,1454066,Self-Employed,606.0
C10210,54,Male,2366838,Self-Employed,666.0
C10211,29,Male,1523651,Salaried,636.0
C10212,39,Female,2662906,Salaried,586.0
C10213,55,Male,2368363,Self-Employed,788.0
C10214,27,Male,1213690,Salaried,770.0
C10215,53,Female,1167312,Salaried,639.0
C10216,32,Male,2678052,Self-Employed,696.0
C10217,44,Female,1759398,Student,694.0
C10218,41,Male,2175895,Salaried,679.0
C10219,48,Female,2127946,Salaried,779.0
C10220,54,Female,747821,Self-Employed,760.0
C10221,34,Female,937874,Salaried,551.0
C10222,27,Male,2731021,Student,617.0
C10223,37,Female,1054892,Student,837.0
C10224,45,Male,2644785,Salaried,674.0
C10225,51,Female,1261714,Salaried,689.0
C10226,51,Female,2585865,,779.0
C10227,34,Female,1859749,Self-Employed,778.0
C10228,58,Female,568096,Student,720.0
C10229,24,Female,1030121,,827.0
C10230,25,Male,2872220,Self-Employed,727.0
C10231,21,Female,862053,Student,813.0
C10232,58,Female,914375,Salaried,
C10233,28,Male,703672,Salaried,616.0
C10234,45,Male,1945963,,583.0
C10235,53,Female,2485136,Salaried,717.0
C10236,51,Female,2827771,Salaried,818.0
C10237,58,Female,2692123,Self-Employed,
C10238,23,Male,2686521,Self-Employed,768.0
C10239,37,Male,2742749,Self-Employed,710.0
C10240,41,Male,1832943,Salaried,792.0
C10241,48,Male,2518410,Salaried,784.0
C10242,45,Male,2013745,Student,759.0
C10243,43,Male,670680,Salaried,656.0
C10244,33,Female,365846,Salaried,673.0
C10245,25,Male,563930,Student,693.0
C10246,38,Male,1233594,Self-Employed,797.0
C10247,31,Male,1647743,Self-Employed,733.0
C10248,43,Female,2023846,Student,601.0
C10249,52,Female,1707852,Student,631.0
C10250,43,Male,1289042,Student,643.0
C10251,44,Female,2278622,Salaried,732.0
C10252,22,Female,2625376,Salaried,780.0
C10253,46,Male,901778,Self-Employed,
C10254,38,Female,1006439,Student,767.0
C10255,25,Female,2813564,Self-Employed,737.0
C10256,29,Male,2920367,Student,612.0
C10257,52,Female,1136810,Salaried,593.0
C10258,57,Male,1675535,Self-Employed,594.0
C10259,41,Male,1860084,Self-Employed,783.0
C10260,60,Male,2013861,Self-Employed,620.0
C10261,28,Male,2633376,Salaried,608.0
C10262,32,Female,585603,Self-Employed,675.0
C10263,58,Female,1713309,Student,744.0
C10264,28,Male,884571,Self-Employed,683.0
C10265,47,Male,2334605,Student,724.0
C10266,29,Female,1910559,Student,660.0
C10267,34,Female,2322370,Salaried,678.0
C10268,40,Female,2744382,Salaried,726.0
C10269,35,Female,2433057,Self-Employed,
C10270,55,Female,2606178,Self-Employed,771.0
C10271,59,Male,2489830,Student,804.0
C10272,41,Female,1988582,Salaried,
C10273,42,Female,1359649,Self-Employed,586.0
C10274,23,Male,1207861,Salaried,577.0
C10275,30,Female,1281601,Self-Employed,
C10276,22,Male,1939960,Self-Employed,679.0
C10277,55,Male,2469444,Student,673.0
C10278,30,Female,1291189,Student,770.0
C10279,34,Male,1865218,Salaried,
C10280,54,Male,1417360,Student,825.0
C10281,49,Female,1940825,Student,813.0
C10282,45,Female,2510655,Salaried,775.0
C10283,22,Female,1412176,Salaried,746.0
C10284,43,Female,1371659,Student,819.0
C10285,43,Female,844359,Student,598.0
C10286,33,Male,1646327,,837.0
C10287,50,Male,1533712,Self-Employed,675.0
C10288,58,Male,732364,Student,624.0
C10289,31,Male,2918045,Salaried,715.0
C10290,34,Male,2621030,Self-Employed,819.0
C10291,33,Male,1085340,Student,588.0
C10292,54,Male,2849867,Salaried,602.0
C10293,24,Male,1034422,Self-Employed,743.0
C10294,56,Female,1430930,Self-Employed,751.0
C10295,52,Male,653117,Salaried,764.0
C10296,40,Female,1952577,Self-Employed,820.0
C10297,44,Male,1599187,Student,779.0
C10298,56,Male,1021811,Salaried,794.0
C10299,51,Male,1079032,Self-Employed,586.0
C10300,32,Female,2825178,Self-Employed,657.0
C10301,23,Female,2155234,Salaried,762.0
C10302,47,Male,713022,Salaried,796.0
C10303,26,Male,664836,Self-Employed,660.0
C10304,24,Female,489066,Self-Employed,725.0
C10305,60,Male,967743,Student,613.0
C10306,39,Female,2292915,Student,810.0
C10307,47,Female,466997,Salaried,707.0
C10308,29,Male,973006,Student,578.0
C10309,25,Female,411971,Student,722.0
C10310,23,Female,2053661,Self-Employed,629.0
C10311,35,Female,2498187,Self-Employed,687.0
C10312,21,Female,1728562,Salaried,654.0
C10313,37,Male,2745870,Salaried,803.0
C10314,33,Male,2158884,Salaried,804.0
C10315,42,Female,2362499,Student,596.0
C10316,44,Male,1146906,Self-Employed,647.0
C10317,33,Male,2635941,Self-Employed,672.0
C10318,39,Female,2003989,Self-Employed,807.0
C10319,24,Male,533809,Student,630.0
C10320,33,Male,523130,Student,761.0
C10321,60,Female,2724962,Self-Employed,564.0
C10322,60,Male,1043027,Self-Employed,838.0
C10323,40,Female,1558307,Salaried,652.0
C10324,58,Male,2353112,Self-Employed,630.0
C10325,41,Male,2375338,Salaried,766.0
C10326,26,Female,373081,Student,734.0
C10327,55,Male,1962544,Self-Employed,707.0
C10328,37,Male,2765491,Salaried,830.0
C10329,45,Male,1244648,Self-Employed,676.0
C10330,46,Female,1765314,Self-Employed,712.0
C10331,33,Male,1014957,Student,692.0
C10332,50,Male,2247245,Salaried,602.0
C10333,41,Male,618951,Student,
C10334,35,Male,1702482,Salaried,731.0
C10335,32,Male,1414157,Student,586.0
C10336,50,Female,2031143,Self-Employed,769.0
C10337,30,Male,1634077,Self-Employed,727.0
C10338,25,Male,2950505,Student,745.0
C10339,56,Male,2954410,Salaried,795.0
C10340,34,Female,1067200,Student,695.0
C10341,46,Male,400684,Student,787.0
C10342,49,Male,1630337,Salaried,775.0
C10343,54,Female,1893402,Salaried,620.0
C10344,46,Female,2329574,Student,631.0
C10345,49,Female,1717486,Salaried,
C10346,54,Male,1883280,Self-Employed,578.0
C10347,58,Male,361819,Salaried,716.0
C10348,22,Female,2359099,Student,824.0
C10349,50,Female,1190304,,791.0
C10350,27,Male,1337900,Student,769.0
C10351,56,Female,1441904,Student,609.0
C10352,22,Female,493352,Self-Employed,791.0
C10353,30,Female,1634528,Salaried,589.0
C10354,28,Male,1329202,Student,673.0
C10355,45,Female,930331,Student,830.0
C10356,21,Male,963828,Salaried,778.0
C10357,21,Male,392070,Student,593.0
C10358,41,Female,2696776,Salaried,707.0
C10359,59,Male,1093376,Self-Employed,847.0
C10360,42,Male,2661328,Salaried,684.0
C10361,38,Male,2558176,Salaried,730.0
C10362,47,Male,1535095,Salaried,665.0
C10363,43,Male,2481216,,700.0
C10364,36,Female,870581,Self-Employed,706.0
C10365,44,Female,788027,Salaried,606.0
C10366,21,Female,2727373,Self-Employed,833.0
C10367,30,Female,2045010,Self-Employed,
C10368,47,Female,2160776,Self-Employed,580.0
C10369,34,Male,2793847,Self-Employed,601.0
C10370,23,Female,337665,Self-Employed,744.0
C10371,25,Female,764690,Salaried,670.0
C10372,55,Male,2896510,Salaried,754.0
C10373,34,Male,647426,Salaried,564.0
C10374,21,Male,1511034,Salaried,776.0
C10375,50,Female,359794,Self-Employed,556.0
C10376,42,Female,1179591,Self-Employed,609.0
C10377,39,Female,765510,Student,769.0
C10378,56,Male,990655,Salaried,654.0
C10379,33,Female,2497671,Salaried,
C10380,43,Male,1044586,Student,815.0
C10381,50,Male,2497772,Student,730.0
C10382,45,Male,2716148,Salaried,636.0
C10383,29,Male,1759220,Student,767.0
C10384,48,Male,1754138,Self-Employed,590.0
C10385,50,Female,1200624,Student,698.0
C10386,25,Male,2100071,Self-Employed,606.0
C10387,27,Female,2478307,Self-Employed,747.0
C10388,47,Male,2630551,Self-Employed,631.0
C10389,25,Female,826541,Student,622.0
C10390,56,Female,2152722,Student,627.0
C10391,25,Female,677605,Student,796.0
C10392,59,Female,1623649,Salaried,810.0
C10393,47,Female,540867,Student,612.0
C10394,38,Female,1785002,Student,597.0
C10395,31,Male,2598580,Salaried,727.0
C10396,34,Male,2505949,Student,743.0
C10397,50,Male,2230076,Salaried,801.0
C10398,51,Male,1859340, salaried ,797.0
C10399,29,Male,1986382,Salaried,788.0
C10400,42,Female,569518,Self-Employed,562.0
C10401,60,Male,2264162,Salaried,565.0
C10402,31,Male,2140060,Self-Employed,606.0
C10403,48,Female,687392,Student,660.0
C10404,27,Male,2007405,Self-Employed,772.0
C10405,54,Female,1338930,Salaried,806.0
C10406,27,Female,1675000,Self-Employed,766.0
C10407,32,Female,2498111,Student,806.0
C10408,39,Female,1169670,Self-Employed,662.0
C10409,35,Male,2775266,Self-Employed,741.0
C10410,27,Male,1425478,Student,590.0
C10411,46,Female,1685358,Self-Employed,582.0
C10412,21,Female,377924,Self-Employed,798.0
C10413,60,Male,629565,Salaried,671.0
C10414,23,Female,1060605,Student,768.0
C10415,34,Male,2941996,Salaried,
C10416,58,Female,1001720,Self-Employed,722.0
C10417,27,Female,1366577,Salaried,582.0
C10418,23,Male,2605829,Student,747.0
C10419,50,Female,1161285,Student,791.0
C10420,23,Female,2494883,Student,632.0
C10421,56,Male,623975,Salaried,675.0
C10422,39,Female,659577,Salaried,739.0
C10423,55,Male,334099,Salaried,774.0
C10424,30,Male,637159, salaried ,604.0
C10425,26,Female,1929918,Salaried,566.0
C10426,59,Female,545153,Salaried,741.0
C10427,51,Male,1953563,Self-Employed,553.0
C10428,57,Female,1917609,Salaried,686.0
C10429,33,Male,932451,Self-Employed,640.0
C10430,37,Male,400350,Student,682.0
C10431,44,Male,737364,Student,811.0
C10432,38,Male,686393,Student,831.0
C10433,30,Female,1725623,Salaried,754.0
C10434,36,Male,2813644,Self-Employed,661.0
C10435,45,Male,1475598,Salaried,734.0
C10436,22,Female,2011124,,591.0
C10437,34,Female,1119865,Student,850.0
C10438,32,Male,547761,Salaried,813.0
C10439,23,Female,889228,Salaried,654.0
C10440,25,Female,1593896,Self-Employed,557.0
C10441,40,Female,2620125,Salaried,805.0
C10442,25,Male,971073,Student,559.0
C10443,34,Male,2956335,Student,583.0
C10444,43,Female,2024819,Self-Employed,551.0
C10445,55,Female,1260070,Self-Employed,601.0
C10446,24,Female,1980475,Student,826.0
C10447,38,Female,2184953,Self-Employed,693.0
C10448,25,Female,2151978,Self-Employed,600.0
C10449,38,Male,2636977,Student,838.0
C10450,40,Female,2087205,Self-Employed,675.0
C10451,52,Male,372729,Salaried,761.0
C10452,38,Male,1318606,Salaried,713.0
C10453,58,Female,2751775,Salaried,583.0
C10454,26,Male,859157,Student,763.0
C10455,23,Female,1647702,Salaried,837.0
C10456,21,Female,1650643,Student,843.0
C10457,35,Female,1803223,Salaried,780.0
C10458,28,Male,2646203,Student,751.0
C10459,24,Male,1757657,Self-Employed,771.0
C10460,30,Female,301353,Student,841.0
C10461,59,Male,955903,Student,715.0
C10462,53,Female,2003761,Self-Employed,822.0
C10463,21,Female,2412051, salaried ,668.0
C10464,57,Female,2046098,Student,645.0
C10465,29,Male,2277313,Student,583.0
C10466,37,Male,950046,Self-Employed,689.0
C10467,34,Male,558639, salaried ,736.0
C10468,37,Female,2860885,Student,672.0
C10469,51,Female,1819537,Self-Employed,588.0
C10470,49,Male,2293852,Salaried,682.0
C10471,44,Male,2883970,Salaried,727.0
C10472,46,Female,792852,Student,585.0
C10473,50,Female,2652125,Salaried,712.0
C10474,28,Female,1289004,Salaried,664.0
C10475,36,Male,1989941,Self-Employed,729.0
C10476,25,Female,1344009,Student,551.0
C10477,49,Male,836472,Salaried,
C10478,38,Female,2674493,Self-Employed,670.0
C10479,46,Male,1237502,Salaried,673.0
C10480,43,Male,366927,Student,583.0
C10481,31,Female,705966, salaried ,681.0
C10482,26,Female,2896030,Self-Employed,669.0
C10483,59,Female,2519212,Salaried,568.0
C10484,32,Female,2094356,Salaried,724.0
C10485,25,Male,2402411,Student,636.0
C10486,33,Male,2051352,Salaried,657.0
C10487,57,Male,2757967,Salaried,574.0
C10488,31,Female,569081,Student,742.0
C10489,60,Male,471167,Self-Employed,592.0
C10490,39,Female,2176137,Self-Employed,728.0
C10491,55,Male,2904726,Student,678.0
C10492,47,Female,1869597,Self-Employed,773.0
C10493,22,Male,2909353,Salaried,672.0
C10494,41,Female,1382478,Self-Employed,747.0
C10495,37,Female,2120906,Salaried,831.0
C10496,29,Male,1674515,Salaried,628.0
C10497,42,Male,2680720,Self-Employed,
C10498,25,Female,2047551,Student,732.0
C10499,48,Female,1483782,Self-Employed,594.0
C10500,53,Male,960624,Student,
C10501,24,Male,1146191,Salaried,776.0
C10502,40,Female,501903,Salaried,756.0
C10503,47,Female,716794,Self-Employed,556.0
C10504,23,Male,1673986,Student,727.0
C10505,36,Female,385264,Salaried,745.0
C10506,31,Female,1572569,Student,647.0
C10507,22,Female,413392,Salaried,775.0
C10508,53,Male,737366,Student,767.0
C10509,38,Female,2167230,Student,739.0
C10510,51,Male,377866,Self-Employed,625.0
C10511,44,Male,1208751,Salaried,
C10512,56,Male,814082,Salaried,714.0
C10513,60,Male,445966,Self-Employed,581.0
C10514,45,Female,862141,Student,673.0
C10515,35,Male,602946,Student,849.0
C10516,37,Male,517511,Self-Employed,743.0
C10517,54,Male,2096266,Student,808.0
C10518,38,Male,637329,Salaried,647.0
C10519,41,Female,2834436,Salaried,769.0
C10520,28,Male,1613878,,
C10521,60,Male,1401541,Self-Employed,606.0
C10522,47,Male,2664621,Salaried,616.0
C10523,34,Male,2399675,Self-Employed,679.0
C10524,44,Female,1435237,Salaried,741.0
C10525,37,Male,2928670,Salaried,763.0
C10526,27,Male,1732837,Student,843.0
C10527,55,Female,2212408,Salaried,580.0
C10528,56,Male,2918031,Self-Employed,742.0
C10529,54,Male,2252117,Student,838.0
C10530,35,Male,1895469,Student,600.0
C10531,31,Male,1962932,Self-Employed,837.0
C10532,22,Male,2066016,Salaried,803.0
C10533,50,Male,2939726,Salaried,595.0
C10534,34,Male,2192933,Salaried,613.0
C10535,56,Male,1109476,Self-Employed,609.0
C10536,55,Male,359356,Self-Employed,577.0
C10537,26,Female,2414068,Self-Employed,659.0
C10538,57,Male,1618005,Salaried,682.0
C10539,26,Male,1420710,Salaried,685.0
C10540,40,Male,2824862,Salaried,800.0
C10541,39,Female,719633,Salaried,682.0
C10542,59,Male,401324,Student,607.0
C10543,47,Male,2296305,Salaried,757.0
C10544,56,Female,2795259,Salaried,742.0
C10545,44,Male,2539385,Self-Employed,691.0
C10546,54,Male,2651857,Salaried,743.0
C10547,55,Male,2631717,Self-Employed,605.0
C10548,55,Female,2151034,Student,784.0
C10549,37,Female,2789071,Salaried,628.0
C10550,36,Female,1221449,Student,564.0
C10551,60,Female,2311261,Self-Employed,673.0
C10552,51,Female,548630,Student,622.0
C10553,57,Male,1724570,Student,706.0
C10554,44,Male,1084756,Student,
C10555,58,Male,2834477,Self-Employed,827.0
C10556,49,Female,1477609,Salaried,675.0
C10557,50,Female,865827,Salaried,578.0
C10558,28,Female,1837246,Salaried,704.0
C10559,43,Female,508736,Salaried,792.0
C10560,50,Female,642307,Student,629.0
C10561,51,Female,1465389,Student,643.0
C10562,59,Female,2003427,Self-Employed,604.0
C10563,34,Female,1871990,Salaried,768.0
C10564,33,Male,449580,Student,600.0
C10565,59,Female,2135971,Salaried,627.0
C10566,60,Female,455696,Student,576.0
C10567,28,Male,2501639,Student,665.0
C10568,36,Female,405651,Self-Employed,811.0
C10569,58,Male,372242,Student,683.0
C10570,28,Male,1697521,Self-Employed,585.0
C10571,52,Female,2465525,Student,775.0
C10572,25,Male,2365592,Self-Employed,656.0
C10573,28,Male,1920347,Self-Employed,600.0
C10574,52,Female,782007,Salaried,555.0
C10575,45,Male,2872958,Student,654.0
C10576,43,Male,355470,Student,597.0
C10577,55,Female,1239323,Salaried,709.0
C10578,33,Female,2336057,Self-Employed,680.0
C10579,41,Male,1965841,Student,747.0
C10580,45,Male,2434135,Student,632.0
C10581,50,Female,2369680,Salaried,572.0
C10582,34,Female,2837038,Salaried,
C10583,46,Female,1694267,Student,578.0
C10584,38,Male,2516556,Self-Employed,630.0
C10585,42,Female,720950,Student,766.0
C10586,55,Female,769981,Self-Employed,714.0
C10587,36,Male,434459,Student,660.0
C10588,47,Female,852192,Salaried,621.0
C10589,58,Male,600781,Self-Employed,599.0
C10590,51,Female,2525457,Self-Employed,593.0
C10591,60,Female,1636242,Salaried,629.0
C10592,44,Male,1499330,Student,700.0
C10593,32,Female,2026943,Self-Employed,730.0
C10594,60,Male,1270813,Self-Employed,834.0
C10595,46,Female,1840406,Salaried,836.0
C10596,30,Male,309529,Salaried,628.0
C10597,33,Female,2224873,Student,770.0
C10598,31,Male,2653061,Student,589.0
C10599,54,Male,405285,Salaried,789.0
C10600,24,Female,517397,Salaried,829.0
C10601,50,Male,668119,Salaried,733.0
C10602,43,Male,1941788,Salaried,712.0
C10603,23,Female,2355078,Salaried,661.0
C10604,45,Male,2521917,Student,816.0
C10605,51,Female,2409192,Student,839.0
C10606,50,Female,1858184,Self-Employed,762.0
C10607,42,Female,2196193,Self-Employed,574.0
C10608,34,Male,1055830,Salaried,814.0
C10609,27,Male,2312661,Self-Employed,793.0
C10610,21,Male,793879,Student,658.0
C10611,35,Female,2901288,Salaried,627.0
C10612,46,Female,412755,Self-Employed,781.0
C10613,22,Female,2849390,Self-Employed,732.0
C10614,60,Male,1543504,Self-Employed,776.0
C10615,44,Male,2040100,Self-Employed,845.0
C10616,32,Female,731486,Salaried,661.0
C10617,59,Female,1162203,Salaried,803.0
C10618,28,Female,2628072,Salaried,691.0
C10619,59,Male,338096,Student,
C10620,32,Male,817495,Student,623.0
