Alert_ID,Customer_ID,Alert_Date,Alert_Type,Risk_Level
F003689,C08335,2023-05-22,High Amount,Low
F003690,C07556,2023-09-22,Multiple Transactions,Low
F003691,C02560,2023-01-11,Location Mismatch,Medium
F003692,C05755,2023-01-09,Multiple Transactions,Medium
F003693,C16494,2023-09-09,High Amount,Medium
F003694,C00840,2023-07-26,Location Mismatch,Medium
F003695,C08825,2023-06-28,Multiple Transactions,High
F003696,C00671,2023-09-09,Multiple Transactions,High
F003697,C11968,2023-02-12,High Amount,Medium
F003698,C14583,2023-04-20,High Amount,Low
F003699,C09992,2023-03-18,Location Mismatch,High
F003700,C05625,2023-05-06,High Amount,Low
F003701,C11237,2023-03-26,HighAmount,Low
F003702,C15988,2023-08-13,Multiple Transactions,Low
F003703,C09941,2023-04-30,Multiple Transactions,Medium
F003704,C01205,2023-01-09,Multiple Transactions,High
F003705,C06697,2023-10-21,High Amount,Low
F003706,C06708,2023-08-05,Multiple Transactions,Low
F003707,C02102,2023-09-24,High Amount,Low
F003708,C13502,2023-12-13,Location Mismatch,Medium
F003709,C18919,2023-05-07,Location Mismatch,Medium
F003710,C10789,2023-10-25,Location Mismatch,Low
F003711,C02007,2023-08-06,High Amount,Low
F003712,C03623,2023-06-02,High Amount,Medium
F003713,C09433,2023-10-17,Multiple Transactions,Medium
F003714,C03464,2023-05-27,Location Mismatch,High
F003715,C12000,2023-01-30,Location Mismatch,High
F003716,C06063,2023-03-04,Multiple Transactions,Medium
F003717,C17920,2023-12-23,High Amount,Low
F003718,C02399,2023-03-06,Multiple Transactions,Low
F003719,C04586,2023-08-09,High Amount,Low
F003720,C05924,2023-05-11,High Amount,Low
F003721,C05421,2023-09-07,High Amount,Medium
F003722,C08956,2023-07-04,High Amount,Medium
F003723,C01082,2023-06-30,High Amount,Medium
F003724,C10877,2023-10-23,High Amount,Low
F003725,C19037,2023-07-22,Multiple Transactions,Low
F003726,C06980,2023-01-31,Location Mismatch,Low
F003727,C01441,2023-02-27,Multiple Transactions,High
F003728,C00620,2023-11-20,High Amount,Medium
F003729,C07758,2023-05-29,High Amount,Medium
F003730,C12000,2023-11-28,High Amount,High
F003731,C12586,2023-07-04,Multiple Transactions,Medium
F003732,C11693,2023-05-20,Multiple Transactions,Medium
F003733,C00088,2023-03-24,Multiple Transactions,Low
F003734,C01997,2023-07-06,Location Mismatch,Medium
F003735,C11017,2023-10-24,Multiple Transactions,Low
F003736,C18034,2023-07-19,Location Mismatch,Low
F003737,C03277,2023-11-26,Location Mismatch,Medium
F003738,C04315,2023-01-11,Location Mismatch,Low
F003739,C04373,2023-07-25,Location Mismatch,Medium
F003740,C01912,2023-10-03,High Amount,High
F003741,C13532,2023-04-20,High Amount,High
F003742,C04598,2023-03-08,HighAmount,Medium
F003743,C17001,2023-12-15,Multiple Transactions,Low
F003744,C01753,2023-02-14,Location Mismatch,Low
F003745,C11924,2023-12-30,High Amount,High
F003746,C13541,2023-12-27,Location Mismatch,Medium
F003747,C12637,2023-01-24,High Amount,Medium
F003748,C16593,2023-04-01,Location Mismatch,Medium
F003749,C18423,2023-08-30,High Amount,Medium
F003750,C08493,2023-11-24,High Amount,Medium
F003751,C14149,2023-03-21,Multiple Transactions,
F003752,C18994,2023-11-24,High Amount,Low
F003753,C09570,2023-10-26,High Amount,Low
F003754,C15214,2023-12-13,Multiple Transactions,Low
F003755,C03348,2023-07-01,Multiple Transactions,Medium
F003756,C15276,2023-07-14,Multiple Transactions,High
F003757,C16797,2023-09-26,Multiple Transactions,Low
F003758,C11148,2023-04-05,High Amount,Low
F003759,C17395,2023-02-18,Multiple Transactions,High
F003760,C14592,2023-11-13,Multiple Transactions,Medium
F003761,C13388,2023-06-11,High Amount,Low
F003762,C04229,2023-03-04,Location Mismatch,Low
F003763,C15056,2023-11-09,Multiple Transactions,Medium
F003764,C11339,2023-04-05,High Amount,Medium
F003765,C17300,2023-02-04,High Amount,Medium
F003766,C10912,2023-06-10,Location Mismatch,High
F003767,C19609,2023-10-06,Multiple Transactions,High
F003768,C01728,2023-02-08,Multiple Transactions,Medium
F003769,C01281,2023-06-16,High Amount,Low
F003770,C03593,2023-09-10,Multiple Transactions,Medium
F003771,C18006,2023-12-11,Location Mismatch,High
F003772,C05055,2023-02-28,Multiple Transactions,High
F003773,C19315,2023-07-01,Multiple Transactions,Low
F003774,C00364,2023-12-04,Multiple Transactions,Medium
F003775,C15877,2023-06-13,Location Mismatch,High
F003776,C07731,2023-05-11,Location Mismatch,Low
F003777,C05491,2023-06-05,Multiple Transactions,High
F003778,C01046,2023-07-24,High Amount,Low
F003779,C02591,2023-11-10,Location Mismatch,Medium
F003780,C06877,2023-06-08,Multiple Transactions,Low
F003781,C17141,2023-07-26,Multiple Transactions,Low
F003782,C02211,2023-12-12,Multiple Transactions,High
F003783,C08765,2023-08-23,High Amount,High
F003784,C03365,2023-01-21,High Amount,High
F003785,C03623,2023-02-08,High Amount,Medium
F003786,C06423,2023-06-16,High Amount,Medium
F003787,C13962,2023-12-24,High Amount,High
F003788,C04186,2023-08-13,Location Mismatch,Low
F003789,C17073,2023-09-01,Location Mismatch,High
F003790,C12717,2023-10-03,Multiple Transactions,Medium
F003791,C03463,2023-10-10,Location Mismatch,Medium
F003792,C15858,2023-06-12,High Amount,Low
F003793,C06119,2023-05-31,Multiple Transactions,High
F003794,C15028,2023-07-08,High Amount,High
F003795,C18701,2023-03-22,Multiple Transactions,High
F003796,C05422,2023-03-02,Location Mismatch,High
F003797,C05113,2023-04-04,Multiple Transactions,Medium
F003798,C09605,2023-12-30,High Amount,High
F003799,C14200,2023-04-07,Location Mismatch,Medium
F003800,C05635,2023-12-04,Multiple Transactions,Low
F003801,C11820,2023-01-01,Location Mismatch,Medium
F003802,C16615,2023-09-08,Multiple Transactions,Medium
F003803,C04379,2023-01-04,Multiple Transactions,High
F003804,C08579,2023-07-26,Location Mismatch,Low
F003805,C14257,2023-12-25,Multiple Transactions,Low
F003806,C16331,2023-12-27,Location Mismatch,Medium
F003807,C17010,2023-07-02,Multiple Transactions,High
F003808,C09764,2023-03-12,Location Mismatch,Medium
F003809,C05767,2023-07-17,Multiple Transactions,Medium
F003810,C01899,2023-03-08,High Amount,High
F003811,C18470,2023-06-17,Multiple Transactions,Medium
F003812,C08039,2023-11-30,Multiple Transactions,High
F003813,C15796,2023-09-22,HighAmount,Low
F003814,C03524,2023-11-14,High Amount,Medium
F003815,C01085,2023-09-23,Location Mismatch,Medium
F003816,C06270,2023-05-24,High Amount,Low
F003817,C14860,2023-04-13,Multiple Transactions,Low
F003818,C14395,2023-03-10,Location Mismatch,Medium
F003819,C08236,2023-06-04,High Amount,Medium
F003820,C14037,2023-10-13,High Amount,Medium
F003821,C08951,2023-02-17,Multiple Transactions,Medium
F003822,C01931,2023-11-02,High Amount,
F003823,C04669,2023-03-31,High Amount,Medium
F003824,C01273,2023-07-02,High Amount,High
F003825,C05371,2023-06-11,High Amount,High
F003826,C00169,2023-12-18,Multiple Transactions,Low
F003827,C16448,2023-07-10,Multiple Transactions,Medium
F003828,C03144,2023-05-21,Location Mismatch,High
F003829,C19997,2023-05-17,High Amount,Low
F003830,C02846,2023-11-28,Location Mismatch,High
F003831,C19641,2023-03-10,Location Mismatch,High
F003832,C03890,2023-01-26,Location Mismatch,Low
F003833,C04444,2023-02-02,Location Mismatch,Medium
F003834,C16673,2023-10-08,High Amount,Low
F003835,C00287,2023-02-28,Multiple Transactions,Low
F003836,C01907,2023-01-03,Multiple Transactions,Medium
F003837,C08685,2023-02-28,Location Mismatch,Medium
F003838,C08111,2023-07-19,Location Mismatch,Medium
F003839,C14082,2023-07-26,Location Mismatch,High
F003840,C02424,2023-03-30,High Amount,Medium
F003841,C06885,2023-03-31,High Amount,Medium
F003842,C12866,2023-02-05,High Amount,Medium
F003843,C09465,2023-10-17,Location Mismatch,High
F003844,C03346,2023-12-09,Location Mismatch,Medium
F003845,C14591,2023-07-10,Location Mismatch,Medium
F003846,C04352,2023-10-26,Location Mismatch,Medium
F003847,C02245,2023-12-16,Location Mismatch,High
F003848,C14218,2023-05-07,Location Mismatch,High
F003849,C07129,2023-08-24,Multiple Transactions,Medium
F003850,C11790,2023-03-01,Location Mismatch,High
F003851,C05322,2023-08-11,Multiple Transactions,Low
F003852,C11451,2023-02-08,High Amount,Medium
F003853,C07393,2023-12-20,High Amount,Medium
F003854,C16797,2023-12-17,High Amount,Medium
F003855,C16402,2023-02-03,High Amount,
F003856,C07571,2023-02-04,Multiple Transactions,High
F003857,C14803,2023-10-05,Location Mismatch,Medium
F003858,C07347,2023-06-11,Multiple Transactions,High
F003859,C16927,2023-10-22,Location Mismatch,Medium
F003860,C12934,2023-07-13,Location Mismatch,Low
F003861,C05781,2023-08-22,High Amount,Medium
F003862,C16212,2023-06-14,Multiple Transactions,Low
F003863,C02873,2023-08-13,Multiple Transactions,Low
F003864,C02148,2023-05-18,Location Mismatch,Low
F003865,C04678,2023-08-18,Multiple Transactions,Medium
F003866,C07089,2023-12-29,Multiple Transactions,Low
F003867,C10107,2023-09-14,Multiple Transactions,Medium
F003868,C08053,2023-06-22,Location Mismatch,Medium
F003869,C09537,2023-05-20,Location Mismatch,Low
F003870,C00878,2023-02-11,High Amount,Low
F003871,C04837,2023-07-29,Multiple Transactions,Medium
F003872,C07758,2023-08-06,Multiple Transactions,Low
F003873,C18472,2023-03-29,High Amount,High
F003874,C16663,2023-12-02,Location Mismatch,Medium
F003875,C13612,2023-01-12,High Amount,Medium
F003876,C09235,2023-09-16,High Amount,Medium
F003877,C16429,2023-02-01,Location Mismatch,Low
F003878,C17619,2023-10-24,High Amount,Low
F003879,C02952,2023-06-17,Multiple Transactions,Low
F003880,C02665,2023-04-18,Location Mismatch,High
F003881,C08654,2023-11-07,Multiple Transactions,Medium
F003882,C16920,2023-07-24,High Amount,Medium
F003883,C08343,2023-06-06,Multiple Transactions,High
F003884,C16528,2023-12-14,High Amount,Medium
F003885,C00319,2023-09-20,Multiple Transactions,High
F003886,C15442,2023-09-19,High Amount,High
F003887,C19111,2023-08-26,Multiple Transactions,Medium
F003888,C03949,2023-08-04,HighAmount,Low
F003889,C05772,2023-04-20,High Amount,High
F003890,C02145,2023-05-30,High Amount,Medium
F003891,C11302,2023-02-10,Multiple Transactions,Low
F003892,C16746,2023-10-05,Location Mismatch,High
F003893,C01778,2023-02-10,HighAmount,Low
F003894,C18682,2023-10-25,High Amount,Medium
F003895,C15185,2023-02-08,Multiple Transactions,High
F003896,C16063,2023-03-28,Multiple Transactions,Medium
F003897,C08869,2023-09-18,Multiple Transactions,Medium
F003898,C09811,2023-12-05,Multiple Transactions,Low
F003899,C08786,2023-12-07,Multiple Transactions,Medium
F003900,C17467,2023-09-15,Multiple Transactions,Medium
F003901,C00176,2023-08-08,High Amount,High
F003902,C12893,2023-05-14,Multiple Transactions,Low
F003903,C19961,2023-03-23,Multiple Transactions,High
F003904,C02761,2023-04-29,Multiple Transactions,
F003905,C12010,2023-05-24,High Amount,High
F003906,C03465,2023-08-11,Location Mismatch,High
F003907,C17921,2023-11-12,High Amount,Low
F003908,C08594,2023-04-23,Location Mismatch,High
F003909,C18614,2023-09-25,High Amount,Medium
F003910,C02485,2023-09-17,Location Mismatch,Low
F003911,C15327,2023-11-04,Location Mismatch,Low
F003912,C17133,2023-07-31,Multiple Transactions,High
F003913,C15070,2023-07-08,Location Mismatch,Medium
F003914,C04641,2023-06-27,Location Mismatch,Low
F003915,C14984,2023-01-07,Multiple Transactions,Low
F003916,C03863,2023-12-02,HighAmount,Medium
F003917,C13007,2023-01-09,Location Mismatch,Low
F003918,C07784,2023-02-25,Location Mismatch,High
F003919,C15551,2023-06-15,Multiple Transactions,High
F003920,C06557,2023-10-22,High Amount,High
F003921,C15445,2023-06-04,Location Mismatch,Low
F003922,C02611,2023-08-09,Location Mismatch,Medium
F003923,C18710,2023-04-29,Location Mismatch,High
F003924,C13292,2023-01-02,High Amount,Medium
F003925,C10655,2023-06-29,High Amount,Medium
F003926,C03939,2023-12-12,Location Mismatch,Medium
F003927,C12265,2023-07-29,Multiple Transactions,High
F003928,C11753,2023-11-24,High Amount,Medium
F003929,C16831,2023-05-04,Location Mismatch,
F003930,C06842,2023-09-04,Multiple Transactions,Medium
F003931,C13100,2023-01-08,Location Mismatch,Low
F003932,C02643,2023-08-16,Location Mismatch,High
F003933,C11527,2023-01-20,Location Mismatch,Medium
F003934,C10900,2023-11-22,Location Mismatch,Medium
F003935,C05232,2023-08-01,Location Mismatch,Medium
F003936,C02940,2023-10-24,Location Mismatch,
F003937,C10726,2023-01-11,Location Mismatch,High
F003938,C12261,2023-03-25,High Amount,Low
F003939,C08667,2023-12-30,Location Mismatch,Medium
F003940,C13607,2023-09-04,Location Mismatch,Low
F003941,C19725,2023-05-21,Multiple Transactions,High
F003942,C10288,2023-02-01,Multiple Transactions,High
F003943,C00016,2023-05-31,Multiple Transactions,Low
F003944,C17950,2023-03-23,Location Mismatch,Medium
F003945,C09979,2023-11-28,Location Mismatch,Low
F003946,C14973,2023-03-24,High Amount,
F003947,C11882,2023-07-25,Location Mismatch,Medium
F003948,C06106,2023-12-10,High Amount,High
F003949,C07044,2023-06-03,High Amount,Medium
F003950,C15701,2023-08-01,Multiple Transactions,Low
F003951,C10800,2023-10-28,Location Mismatch,Low
F003952,C10481,2023-05-04,Location Mismatch,High
F003953,C14777,2023-04-06,Location Mismatch,Low
F003954,C04021,2023-08-05,Multiple Transactions,Medium
F003955,C17490,2023-09-03,Multiple Transactions,Low
F003956,C08222,2023-04-17,Location Mismatch,Medium
F003957,C06970,2023-12-01,Location Mismatch,
F003958,C03266,2023-01-19,HighAmount,High
F003959,C13368,2023-03-05,Location Mismatch,Medium
F003960,C18458,2023-02-03,High Amount,High
F003961,C14169,2023-07-24,Location Mismatch,Low
F003962,C17059,2023-09-16,High Amount,Low
F003963,C11005,2023-04-16,High Amount,Low
F003964,C04874,2023-08-11,Multiple Transactions,Medium
F003965,C11008,2023-09-15,High Amount,Medium
F003966,C19554,2023-03-08,High Amount,High
F003967,C16820,2023-09-08,High Amount,Medium
F003968,C00325,2023-10-21,HighAmount,Medium
F003969,C00374,2023-03-14,Location Mismatch,High
F003970,C00119,2023-01-26,Multiple Transactions,Medium
F003971,C09726,2023-08-28,High Amount,High
F003972,C04217,2023-12-25,High Amount,High
F003973,C03982,2023-05-02,High Amount,Low
F003974,C12927,2023-10-05,Location Mismatch,Medium
F003975,C03043,2023-06-05,High Amount,Low
F003976,C00650,2023-03-07,Multiple Transactions,Medium
F003977,C10189,2023-08-18,Multiple Transactions,Medium
F003978,C00296,2023-11-07,Multiple Transactions,Low
F003979,C19098,2023-07-26,High Amount,Medium
F003980,C00998,2023-07-03,High Amount,Medium
F003981,C17840,2023-04-01,Location Mismatch,Medium
F003982,C19331,2023-02-25,High Amount,Medium
F003983,C03363,2023-07-08,High Amount,Medium
F003984,C18492,2023-05-19,Multiple Transactions,Medium
F003985,C09229,2023-08-01,Multiple Transactions,Low
F003986,C10059,2023-07-05,Multiple Transactions,High
F003987,C12444,2023-01-10,Multiple Transactions,High
F003988,C14145,2023-10-04,Multiple Transactions,High
F003989,C12227,2023-08-05,Multiple Transactions,Medium
F003990,C00356,2023-07-14,High Amount,Medium
F003991,C03936,2023-12-08,Location Mismatch,High
F003992,C11968,2023-05-04,Multiple Transactions,High
F003993,C02601,2023-02-04,Multiple Transactions,High
F003994,C16952,2023-10-17,Multiple Transactions,High
F003995,C14945,2023-11-21,Multiple Transactions,High
F003996,C06625,2023-04-24,Multiple Transactions,Low
F003997,C06896,2023-08-06,High Amount,Medium
F003998,C17060,2023-06-15,HighAmount,Medium
F003999,C00737,2023-10-13,High Amount,Low
F004000,C02856,2023-10-31,Multiple Transactions,Medium
F004001,C10070,2023-07-21,High Amount,High
F004002,C07051,2023-01-13,Multiple Transactions,Medium
F004003,C19092,2023-02-11,High Amount,Medium
F004004,C13412,2023-07-31,High Amount,Low
F004005,C05246,2023-10-17,Multiple Transactions,Low
F004006,C06697,2023-07-20,Multiple Transactions,Medium
F004007,C09783,2023-10-11,Multiple Transactions,Medium
F004008,C08335,2023-09-29,Multiple Transactions,Medium
F004009,C10247,2023-01-22,High Amount,Low
F004010,C09165,2023-08-16,Location Mismatch,High
F004011,C00856,2023-10-26,High Amount,High
F004012,C09402,2023-11-27,High Amount,Medium
F004013,C14783,2023-08-30,Multiple Transactions,Low
F004014,C02649,2023-05-23,High Amount,Low
F004015,C00622,2023-04-22,Multiple Transactions,High
F004016,C16367,2023-03-17,Location Mismatch,High
F004017,C06260,2023-12-20,High Amount,Medium
F004018,C11875,2023-07-18,Multiple Transactions,Medium
F004019,C13851,2023-02-08,Multiple Transactions,Low
F004020,C08908,2023-07-09,Location Mismatch,High
F004021,C06964,2023-12-05,Multiple Transactions,Medium
F004022,C02531,2023-08-20,High Amount,Medium
F004023,C06987,2023-05-09,Multiple Transactions,Medium
F004024,C17499,2023-03-09,Multiple Transactions,Medium
F004025,C00781,2023-01-12,High Amount,Low
F004026,C10662,2023-07-07,HighAmount,Low
F004027,C17479,2023-11-17,Location Mismatch,
F004028,C18812,2023-08-27,High Amount,High
F004029,C03106,2023-06-24,Location Mismatch,Low
F004030,C12482,2023-02-02,Location Mismatch,Medium
F004031,C01731,2023-07-20,High Amount,Medium
F004032,C13839,2023-07-18,Location Mismatch,High
F004033,C03425,2023-11-27,High Amount,Low
F004034,C09453,2023-08-22,Location Mismatch,High
F004035,C13418,2023-10-02,HighAmount,High
F004036,C06021,2023-10-03,Multiple Transactions,Low
F004037,C01239,2023-03-19,High Amount,Low
F004038,C16649,2023-03-08,High Amount,High
F004039,C02818,2023-04-01,Location Mismatch,Medium
F004040,C03946,2023-11-26,High Amount,Medium
F004041,C08202,2023-05-20,Multiple Transactions,Medium
F004042,C01119,2023-02-14,Multiple Transactions,Low
F004043,C13204,2023-10-05,Location Mismatch,Medium
F004044,C16885,2023-07-27,Multiple Transactions,High
F004045,C08876,2023-05-26,High Amount,
F004046,C00776,2023-08-21,HighAmount,
F004047,C18538,2023-08-07,Multiple Transactions,Low
F004048,C10142,2023-05-07,Multiple Transactions,Medium
F004049,C14038,2023-01-05,Multiple Transactions,Low
F004050,C16475,2023-09-02,Location Mismatch,Low
F004051,C12464,2023-05-09,Location Mismatch,Low
F004052,C11659,2023-07-17,Multiple Transactions,Low
F004053,C07331,2023-09-29,HighAmount,Low
F004054,C14608,2023-02-03,High Amount,Medium
F004055,C12185,2023-09-27,Location Mismatch,Low
F004056,C05441,2023-11-14,High Amount,High
F004057,C09461,2023-11-05,High Amount,High
F004058,C02545,2023-06-02,Multiple Transactions,Low
F004059,C09444,2023-10-05,High Amount,Medium
F004060,C12054,2023-06-01,Multiple Transactions,Medium
F004061,C12089,2023-09-02,Location Mismatch,Medium
F004062,C02930,2023-01-07,Multiple Transactions,Medium
F004063,C05719,2023-04-22,Location Mismatch,High
F004064,C03052,2023-06-11,High Amount,Low
F004065,C01261,2023-11-04,High Amount,Low
F004066,C10708,2023-05-21,High Amount,Medium
F004067,C10873,2023-02-03,Location Mismatch,Low
F004068,C06707,2023-04-19,High Amount,Medium
F004069,C10254,2023-12-14,High Amount,High
F004070,C00254,2023-05-20,High Amount,
F004071,C18304,2023-07-10,Multiple Transactions,Medium
F004072,C12075,2023-07-26,High Amount,High
F004073,C03275,2023-03-02,Multiple Transactions,Medium
F004074,C18207,2023-07-12,High Amount,High
F004075,C07223,2023-12-14,Location Mismatch,Low
F004076,C12307,2023-05-15,High Amount,High
F004077,C14442,2023-02-17,Location Mismatch,High
F004078,C07660,2023-07-11,Multiple Transactions,Low
F004079,C06825,2023-11-26,Multiple Transactions,High
F004080,C14830,2023-02-13,Multiple Transactions,
F004081,C05814,2023-01-14,High Amount,Low
F004082,C07201,2023-01-30,Multiple Transactions,Medium
F004083,C16696,2023-04-12,Location Mismatch,Medium
F004084,C15379,2023-07-01,Location Mismatch,
F004085,C06556,2023-09-22,Location Mismatch,Medium
F004086,C01738,2023-05-18,High Amount,Medium
F004087,C18295,2023-03-12,Multiple Transactions,High
F004088,C07791,2023-01-22,High Amount,Low
F004089,C07913,2023-08-15,Location Mismatch,High
F004090,C07698,2023-11-06,Multiple Transactions,High
F004091,C07122,2023-01-02,Multiple Transactions,Low
F004092,C12099,2023-09-27,HighAmount,Medium
F004093,C08654,2023-06-10,Location Mismatch,Low
F004094,C04136,2023-03-07,Multiple Transactions,High
F004095,C05327,2023-07-14,High Amount,Medium
F004096,C17913,2023-01-24,Multiple Transactions,High
F004097,C07089,2023-06-11,High Amount,Low
F004098,C10018,2023-04-25,HighAmount,Medium
F004099,C09827,2023-03-15,HighAmount,High
F004100,C12259,2023-01-05,Location Mismatch,Medium
F004101,C02732,2023-01-12,Multiple Transactions,High
F004102,C16525,2023-03-30,Multiple Transactions,High
F004103,C16316,2023-03-14,High Amount,Medium
F004104,C03114,2023-10-14,Multiple Transactions,High
F004105,C12561,2023-03-01,Multiple Transactions,Medium
F004106,C08896,2023-07-31,High Amount,Low
F004107,C09946,2023-03-19,Multiple Transactions,High
F004108,C02562,2023-01-02,Multiple Transactions,High
F004109,C05395,2023-11-25,Location Mismatch,High
F004110,C07344,2023-05-06,Location Mismatch,Medium
F004111,C03691,2023-03-21,Multiple Transactions,High
F004112,C05422,2023-08-18,High Amount,
F004113,C16767,2023-05-27,High Amount,Medium
F004114,C19045,2023-11-22,Multiple Transactions,High
F004115,C07897,2023-08-14,High Amount,High
F004116,C08986,2023-06-27,Location Mismatch,Low
F004117,C08322,2023-11-22,Multiple Transactions,High
F004118,C07298,2023-04-07,Location Mismatch,High
F004119,C11086,2023-07-08,High Amount,Low
F004120,C19302,2023-09-16,Location Mismatch,Medium
F004121,C04635,2023-12-23,High Amount,Medium
F004122,C15268,2023-05-02,Location Mismatch,Medium
F004123,C09905,2023-06-12,High Amount,Low
F004124,C18783,2023-09-07,High Amount,Medium
F004125,C07075,2023-05-25,Location Mismatch,Medium
F004126,C12675,2023-12-12,Multiple Transactions,Medium
F004127,C01038,2023-12-08,Multiple Transactions,Low
F004128,C09236,2023-08-01,High Amount,Low
F004129,C14658,2023-01-20,High Amount,High
F004130,C02273,2023-06-15,High Amount,Low
F004131,C02199,2023-10-26,Location Mismatch,Low
F004132,C04342,2023-03-06,High Amount,Medium
F004133,C03403,2023-06-30,Multiple Transactions,Medium
F004134,C01696,2023-08-02,Location Mismatch,Low
F004135,C01378,2023-04-21,Multiple Transactions,High
F004136,C08176,2023-01-10,Multiple Transactions,Medium
F004137,C14068,2023-01-26,Location Mismatch,High
F004138,C10264,2023-02-20,High Amount,Low
F004139,C02116,2023-04-30,Multiple Transactions,Medium
F004140,C04257,2023-06-09,HighAmount,High
F004141,C11050,2023-01-03,High Amount,Low
F004142,C11740,2023-03-24,Multiple Transactions,High
F004143,C10587,2023-10-04,Location Mismatch,High
F004144,C08971,2023-04-05,Multiple Transactions,Medium
F004145,C14584,2023-07-08,High Amount,Medium
F004146,C08025,2023-07-23,Multiple Transactions,Low
F004147,C08818,2023-10-30,High Amount,Medium
F004148,C19720,2023-06-21,Location Mismatch,High
F004149,C15153,2023-02-05,Multiple Transactions,Medium
F004150,C02537,2023-05-13,High Amount,High
F004151,C12389,2023-05-07,Location Mismatch,Medium
F004152,C10482,2023-02-09,High Amount,Medium
F004153,C04389,2023-10-18,Location Mismatch,Medium
F004154,C02079,2023-04-22,Multiple Transactions,Low
F004155,C19800,2023-09-28,Location Mismatch,Low
F004156,C15548,2023-07-08,Location Mismatch,
F004157,C07912,2023-04-03,Multiple Transactions,Medium
F004158,C15506,2023-01-31,Multiple Transactions,High
F004159,C05155,2023-10-11,Multiple Transactions,High
F004160,C07056,2023-12-12,High Amount,Medium
F004161,C17903,2023-01-23,Location Mismatch,Low
F004162,C02504,2023-06-05,High Amount,Low
F004163,C03377,2023-06-03,Location Mismatch,High
F004164,C05952,2023-02-03,High Amount,Low
F004165,C03947,2023-06-11,Multiple Transactions,Medium
F004166,C01332,2023-07-22,Multiple Transactions,Low
F004167,C00918,2023-11-19,High Amount,Medium
F004168,C14149,2023-05-12,Multiple Transactions,Medium
F004169,C03764,2023-12-10,Location Mismatch,Medium
F004170,C09826,2023-06-16,High Amount,High
F004171,C14886,2023-12-20,High Amount,Medium
F004172,C08624,2023-04-11,Multiple Transactions,Low
F004173,C16275,2023-01-31,Multiple Transactions,High
F004174,C04754,2023-06-24,Multiple Transactions,High
F004175,C04841,2023-05-14,Location Mismatch,Medium
F004176,C02741,2023-09-20,Multiple Transactions,Medium
F004177,C19410,2023-11-11,Location Mismatch,Medium
F004178,C04808,2023-02-16,Multiple Transactions,Low
F004179,C04921,2023-05-17,Multiple Transactions,Medium
F004180,C13020,2023-05-12,Location Mismatch,Medium
F004181,C17126,2023-06-10,Multiple Transactions,Low
F004182,C15555,2023-09-29,High Amount,High
F004183,C09417,2023-10-08,Multiple Transactions,Low
F004184,C10509,2023-12-24,Multiple Transactions,Medium
F004185,C06118,2023-12-14,High Amount,High
F004186,C02498,2023-08-31,Multiple Transactions,High
F004187,C03614,2023-03-23,Multiple Transactions,Medium
F004188,C06866,2023-10-15,Multiple Transactions,High
F004189,C00807,2023-04-02,Location Mismatch,Medium
F004190,C14458,2023-03-18,Multiple Transactions,High
F004191,C12292,2023-04-25,Location Mismatch,Low
F004192,C08068,2023-12-16,Multiple Transactions,High
F004193,C02369,2023-07-08,Multiple Transactions,Medium
F004194,C12725,2023-11-25,Multiple Transactions,High
F004195,C02115,2023-10-03,Location Mismatch,Medium
F004196,C14415,2023-11-17,High Amount,High
F004197,C07030,2023-03-10,High Amount,
F004198,C03003,2023-01-18,High Amount,Medium
F004199,C15905,2023-10-10,Multiple Transactions,Medium
F004200,C17445,2023-02-28,High Amount,High
F004201,C05035,2023-06-01,Multiple Transactions,High
F004202,C00066,2023-02-20,Multiple Transactions,Medium
F004203,C15466,2023-03-21,Multiple Transactions,Medium
F004204,C02922,2023-12-09,Multiple Transactions,Low
F004205,C13962,2023-12-27,Location Mismatch,Medium
F004206,C15149,2023-01-09,Multiple Transactions,Medium
F004207,C00608,2023-07-25,High Amount,Medium
F004208,C16213,2023-02-07,Multiple Transactions,Medium
F004209,C12991,2023-05-28,High Amount,High
F004210,C06699,2023-12-23,Multiple Transactions,High
F004211,C19326,2023-10-04,Location Mismatch,Low
F004212,C01481,2023-09-18,Multiple Transactions,High
F004213,C05088,2023-01-18,HighAmount,
F004214,C11917,2023-06-10,Multiple Transactions,Medium
F004215,C02969,2023-05-27,High Amount,Low
F004216,C10450,2023-04-03,Location Mismatch,Low
F004217,C07849,2023-04-25,High Amount,Low
F004218,C14255,2023-04-21,Location Mismatch,Medium
F004219,C19185,2023-02-07,Multiple Transactions,Low
F004220,C06572,2023-03-05,High Amount,Low
F004221,C08962,2023-12-04,Multiple Transactions,Low
F004222,C12603,2023-04-02,High Amount,Medium
F004223,C01021,2023-05-23,Multiple Transactions,Medium
F004224,C06139,2023-11-08,High Amount,High
F004225,C13450,2023-07-11,High Amount,Low
F004226,C15245,2023-06-04,Multiple Transactions,Medium
F004227,C01729,2023-05-21,Multiple Transactions,High
F004228,C00146,2023-08-10,Multiple Transactions,Low
F004229,C02038,2023-08-04,Multiple Transactions,High
F004230,C00242,2023-09-08,Multiple Transactions,High
F004231,C17373,2023-04-29,Location Mismatch,Low
F004232,C13814,2023-02-20,Multiple Transactions,High
F004233,C08768,2023-11-02,High Amount,Medium
F004234,C12339,2023-02-05,High Amount,Low
F004235,C06799,2023-07-16,Location Mismatch,High
F004236,C00006,2023-03-13,Multiple Transactions,Medium
F004237,C08474,2023-06-16,Multiple Transactions,High
F004238,C09965,2023-09-05,High Amount,High
